Scan REF,col_0_DD_DDHC,col_4_DD_DDHC,col_8_DD_DDHC,col_12_DD_DDHC,col_16_DD_DDHC,col_20_DD_DDHC,col_24_DD_DDHC,col_28_DD_DDHC,col_32_DD_DDHC,col_36_DD_DDHC,col_40_DD_DDHC,col_44_DD_DDHC,col_0_LDHC,col_4_LDHC,col_8_LDHC,col_12_LDHC,col_16_LDHC,col_20_LDHC,col_24_LDHC,col_28_LDHC,col_32_LDHC,col_36_LDHC,col_40_LDHC,col_44_LDHC,col_0_LLHC,col_4_LLHC,col_8_LLHC,col_12_LLHC,col_16_LLHC,col_20_LLHC,col_24_LLHC,col_28_LLHC,col_32_LLHC,col_36_LLHC,col_40_LLHC,col_44_LLHC,col_0_LL_LDHC,col_4_LL_LDHC,col_8_LL_LDHC,col_12_LL_LDHC,col_16_LL_LDHC,col_20_LL_LDHC,col_24_LL_LDHC,col_28_LL_LDHC,col_32_LL_LDHC,col_36_LL_LDHC,col_40_LL_LDHC,col_44_LL_LDHC,col_0_LL_LLHC,col_4_LL_LLHC,col_8_LL_LLHC,col_12_LL_LLHC,col_16_LL_LLHC,col_20_LL_LLHC,col_24_LL_LLHC,col_28_LL_LLHC,col_32_LL_LLHC,col_36_LL_LLHC,col_40_LL_LLHC,col_44_LL_LLHC
AT2G42530,2.613531652917927,3.028569152196771,2.771885578515366,3.263034405833794,2.673556423990145,2.4356285940520905,2.855989697308481,2.7355221772965375,2.933572638261024,3.266036893995317,2.922197848396367,2.726831217032493,10.397011418316957,5.136273429850582,10.009212786805204,11.930718860305207,8.979110755015785,10.019145898310144,10.442321510479797,4.40735275114004,10.22404992406152,11.889420304446908,10.3242593187684,9.204375511319093,10.654501776465192,5.825531251189622,6.538072502737853,10.174788395298764,11.521409049115583,10.529606243791356,10.165107985144537,5.164705840182799,6.4377936779252805,10.164504725658059,11.676300910699968,11.46049685229439,10.68187087996144,5.199279721336625,11.344373589403535,11.797357555271278,8.530757457461217,6.702934531975978,4.229587922740652,3.7845039829295666,8.264536430999026,10.723942460030875,9.510190535643662,4.968090752045256,10.690486937714887,4.874305165982231,5.987093437058145,10.43096472202475,8.950964080441619,4.241077458175037,3.948600847493356,4.028569152196771,9.063125393458789,10.569523370562427,8.44435233737121,4.40735275114004
AT3G21720,12.964977953518243,12.857576735141706,13.006823957349539,13.122721244364273,13.283826300767,13.182655057867043,13.05024319505514,13.143271595334244,13.003830590980819,12.705496318388636,12.640911441133307,12.830158648493937,4.1945598860226125,5.548128323585586,4.951867504326902,3.7548875021634687,4.722466024471091,4.419538891513785,5.904002316283692,4.169123281476757,3.442280035252584,5.478971805032942,5.214901910160696,3.137503523749935,2.853995647176393,3.656496370553495,4.463360885816658,5.829595899177507,4.803743668505225,4.964860664245848,3.2600256559614555,3.595742339474399,3.8982083525087177,3.7495342676692616,3.476381687567235,2.6182386555954547,3.2016338611696504,3.5619370596224327,3.1176950426697547,3.2839217723076177,2.8639384504239715,3.374343989038501,3.20006486151431,3.0840642647884744,3.718087583960517,3.460742563789644,3.1747259877061333,3.0789513413948217,2.6848187375532224,4.064365540263628,3.3088850574117634,4.777682717073553,3.9981955031532523,3.9011082430145123,2.682573297347578,2.790772037862,3.0426443374084937,3.292781749227846,2.871843648509318,3.2063306478710496
AT5G04120,10.836326555786037,10.931660898852277,11.7721867136354,11.925328189749381,12.18499308383291,12.112103881500198,11.702856634311415,11.496244621830629,11.842468205841135,12.111513904159061,12.250659638681046,11.760724105082229,2.2016338611696504,2.277984747299765,2.408711861029429,2.277984747299765,2.3812833725037836,2.321928094887362,2.3868109464722167,2.1858665453113337,2.424922088210688,2.266036893995317,1.956056652412403,1.5704629310260412,2.9891390073682333,2.643856189774725,3.0250287944915226,2.910732661902913,2.8298495598446904,2.6982184782244136,2.8797057662822882,4.7797850053011315,2.673556423990145,3.6380738371807184,1.9818526532897407,2.1243281350022016,2.538538163629804,2.292781749227846,2.3248106034204836,2.27500704749987,2.604071323668861,2.160274831408593,2.0908534304511135,2.6158870739160567,2.304511041809953,2.0107798387532427,2.565597175854225,1.9927684307689242,3.6971065744769747,2.957914598632985,3.0268000593437154,2.713695814843359,3.9212458885855885,2.548436624696042,4.5668151540108965,3.5668151540108965,2.4802651220544627,2.526068811667588,2.475084882948783,2.572889668420581
AT1G01060,8.278402993863857,7.700370356135219,2.364572432295856,1.9927684307689242,2.6848187375532224,7.295723024539968,8.537645514843765,8.69282469910046,6.125155131322289,3.678071905112638,3.2735158897021166,7.165510018041353,11.466484376869639,8.832162155458176,2.702657543390911,2.1176950426697547,2.1858665453113337,9.598145574258654,11.170644916971835,8.720620490089932,2.2172307162206693,1.9708536543404835,2.321928094887362,9.46033302137883,10.416480880926466,9.979753855128365,6.615004241635032,2.2720231890610485,3.494415610397496,8.473381055972428,10.447992374957895,10.094565981038402,6.130724991118873,2.5582676340557358,3.925999418556223,8.548667807300637,10.99014652060566,8.91614817895596,2.27500704749987,1.9891390073682331,3.1505596765753814,6.968090752045256,9.939623287828061,9.450572062514283,7.0348539737321,3.19377174339668,3.1043366598147357,7.663059923747817,10.408117407991838,9.91835641653237,5.370513052460412,2.3673710656485296,2.5631581304028077,6.759954742011304,10.030570585546966,9.987363504851508,6.705701496845794,2.8619553641448694,3.4828482830684653,8.912290583351108
AT2G47780,11.463784893115477,11.382710477620058,11.477596384145594,11.339632914381822,11.636497744797946,11.333831804487625,11.422064766172813,11.54998676583899,11.290554572687798,11.351403067079687,11.471832683073549,11.1890770788869,1.8519988371124463,2.5058909297299574,2.15704371014558,1.8439838440483265,2.2957230245399685,2.0,2.3673710656485296,2.0071955014042038,2.2265085298086795,2.560714954474479,2.6599245584023783,1.8559896973084806,2.353323291162897,2.2448870591235344,1.9634741239748859,2.3248106034204836,2.6158870739160567,3.0652276227756188,2.1634987322828794,2.2357270598380583,2.5084286525318573,2.1953475983222193,2.990954860396993,1.9145645234939397,2.5058909297299574,2.111031312388744,2.8953026213333066,2.636914580355878,2.6959938131099,2.2868811477881614,2.389566811762726,2.550900664647523,3.0426443374084937,2.560714954474479,2.130930869826449,2.4982508675278257,2.6622054996536164,2.718087583960517,2.1076878693143732,2.0,2.0426443374084937,2.0874628412503395,2.189033824390017,2.4436066514756147,2.1243281350022016,2.063502942306158,2.277984747299765,1.9671686075326276
AT2G42540,4.139960569545456,3.0232553523003034,2.711494906650088,2.456806149230474,2.9873208659292536,2.0426443374084937,3.657640005207824,3.0426443374084937,2.4195388915137843,2.304511041809953,2.333423733725192,2.8639384504239715,11.809993155511815,9.78602452839694,9.055472251308435,11.668104938266769,10.023144439746654,10.553005238953581,11.685375171441345,9.342719179731981,9.55140065893497,11.68600582908959,10.554301051355996,9.202417721575182,10.267395341948204,8.650692767171384,4.853496703702325,8.282254452010578,10.847738588419501,10.754002244074282,9.952712130948363,7.512937943474656,5.090853430451113,8.46115198997535,11.15069928874454,11.34701227433545,11.778631589691557,10.208075811711694,11.115947490559973,11.706431263688732,9.701860904851001,6.820817181864166,3.9900472195737944,6.785027362235466,8.076334618536327,10.346491571781279,9.979582389793048,4.905928478173135,10.599438682787564,9.081297014138267,6.285956994889423,9.189083257994877,8.972290573087275,3.8933622107638715,4.3377110921282895,4.096767854714689,6.365447588550105,8.584812212160065,7.831750594565521,4.614709844115208
AT5G54190,11.595182873441527,12.145741132067222,12.393741702880257,11.655857148524236,12.209173085145247,12.18920992387646,11.889005740728765,11.904322267334383,11.750903742009237,11.61408404984656,11.369591893906163,11.837143011547417,2.353323291162897,2.6803243568440163,3.33771109212829,2.3757345385831563,2.625270489374693,2.257010618206024,2.2172307162206693,2.594548549550354,3.4475791965488827,2.752748591407134,2.1505596765753814,2.327687364176047,2.114367024952,2.575312330687437,3.404630684217612,2.7990873060740036,2.5285713188707577,2.4489009511451276,2.4620523187964327,3.063502942306158,4.620586410451877,3.2265085298086795,2.786596361890807,2.704871964456353,2.682573297347578,2.4515408330178317,3.418189947945766,2.8439838440483265,2.8914191868460786,4.064365540263628,3.455491620628468,3.2448870591235344,4.00539998774259,3.8399595874895316,2.8032270364349277,3.3701642805402097,2.9068905956085187,2.6205864104518777,5.006298023900369,2.875780063068488,2.5160151470036647,2.9392265777282085,2.550900664647523,3.3405622690264134,4.173127433480656,3.1969217338203295,2.5360529002402097,2.7676547982373463
AT3G02380,5.916715481461834,4.495695162624068,2.8933622107638715,2.761285273361619,3.168321115739723,4.417515002885087,6.020813304252452,5.207892851641333,3.1811025507537978,3.261530815243406,2.6322682154995127,4.292781749227846,12.160567924709474,9.888073488163286,3.0565835283663674,3.0789513413948217,3.8032270364349277,10.913338237869498,12.191386221254566,10.165396957612382,3.5008020530571575,3.0721058004804194,5.365972427593384,10.343962939870128,10.3487945343776,10.225038690813022,7.3717330906226675,2.8972404255747994,4.111031312388744,8.316688823436937,10.671063332611697,10.239741717680673,7.076174256724248,3.350497247084133,5.765534746362977,8.352705566879903,12.350759661997877,9.980410950191816,3.297191416565856,2.353323291162897,4.697106574476975,7.290387539763883,10.309555932933005,10.399929420461305,8.482485305406458,3.2078928516413328,4.529820946528695,8.148222340386997,10.752915808051489,10.108628996109463,6.607922067261143,3.1093605594042306,4.159467729266766,7.017365205292732,10.364802212205092,10.635455128692579,7.501439145158873,3.2141248053528475,4.41886457739032,8.735556023911535
AT2G25510,3.1160319934471103,2.550900664647523,2.503348735167504,2.5558161550616396,2.6415460290875235,2.4982508675278257,2.594548549550354,2.0250287944915226,2.1795110502715103,2.7420062108667365,2.066950243924627,2.1473066987802936,11.564802080875745,11.549770231300837,10.32700240642612,11.003440610254662,11.864986989594412,11.714567511873662,11.467615738571322,11.396957919978572,10.604210351365474,11.251168747168409,11.642078777061247,11.830329015207145,11.783104646739337,11.73358736992279,10.311736964094523,9.650243986553432,11.147561101969316,11.385635950913187,12.056776559363001,11.298331830385601,10.27814741314974,10.032624342418911,11.271463027904375,11.79630329445445,12.240955265466024,11.892057030069594,11.322598566839998,11.566101619676708,12.034437899813017,12.35595668096557,12.279160756847888,11.901707883355556,10.980932127970952,10.729280846027402,11.788506276003814,12.218209027122159,11.914190766363344,11.590484130255406,10.285956994889423,9.918326598002096,11.239330012629392,11.419681089405373,11.71112919630353,11.250807653857313,10.972103854562723,10.365535074984193,11.45757582469014,11.96896552396241
AT5G62360,2.2448870591235344,1.9068905956085185,1.996388746447621,2.2078928516413328,2.319039815562536,2.341985747228616,1.8399595874895318,2.1243281350022016,2.1667154449664223,2.2234225499349374,2.1342209397606333,1.9927684307689242,3.4342946179599254,3.2357270598380583,10.855242251454154,10.071877949034192,7.986240259339522,5.48155728070859,3.824767853143294,3.7644735509926663,10.691603953045512,10.229792181132341,8.791260584685496,6.943335317755108,3.569248029867182,2.584962500721156,7.328405658958567,9.788098387056039,9.44993273000055,4.85598969730848,3.9068905956085187,2.613531652917927,7.144862142915734,10.05705759340869,9.363871924857529,7.023698917266407,2.899175630480513,2.835924074254375,11.003742766681075,9.931195497861644,7.110300596025217,6.169123281476757,5.901832305785489,3.3405622690264134,9.055390904734795,10.31791000906057,8.484017256915571,8.242126101657938,2.849999259466098,2.8439838440483265,6.078310950007127,9.374061369815132,7.759555343206311,6.39557697654977,6.443772392763739,4.692092375427572,9.962361039265147,10.284049057868044,8.346735328287934,7.9230897405925695
