probe_name,35D-0H-16C-A,35D-0H-16C-B,35D-2H-16C-A,37D-2H-16C-B,40D-5H-16C-A,40D-5H-16C-B,44D-9H-16C-A,44D-9H-16C-B,37D-2H-25C-A,37D-2H-25C-B,40D-5H-25C-A,40D-5H-25C-B,44D-9H-25C-A,44D-9H-25C-B
AT3G17609,3.035623909730721,3.817623257511431,6.017921907997263,6.1001366712854495,4.990954860396993,5.339850002884624,5.004501392234941,5.569855608330948,3.596935142387232,4.560714954474479,1.584962500721156,1.4854268271702415,3.963474123974886,1.584962500721156
AT3G02380,4.548436624696042,4.700439718141092,8.1184220243132,7.915879378835773,7.273329386561673,7.485426827170242,7.495855026887171,7.602142090697982,5.343407822297814,5.491853096329675,5.108524456778169,4.364572432295856,5.053111336459563,5.078951341394822
AT3G28540,4.578938713093386,4.20163386116965,6.429615964201735,7.1799090900149345,7.362820525534263,6.352264173258321,6.272396509037485,6.780047576061869,5.149747119504682,5.329123596291566,4.364572432295856,2.137503523749935,2.944858445807539,3.925999418556223
AT2G21510,4.797012977836145,5.2630344058337934,3.277984747299765,4.733354340613827,5.197708157955851,4.7865963618908065,4.812498225333564,5.332707933640605,5.368069876532083,1.3219280948873624,1.4854268271702415,5.321928094887363,1.5360529002402097,5.638073837180719
AT3G53980,2.405992359675837,2.4854268271702415,3.1210154009613658,5.066089190457772,4.026800059343715,2.9818526532897405,2.8278190246173196,3.3362833878644325,4.548436624696042,2.232660756790275,7.83035674741922,3.4329594072761065,5.7865963618908065,5.930737337562887
AT2G33830,6.20163386116965,6.787902559391432,5.078951341394822,4.307428525192248,4.930737337562887,5.095924419998536,5.277984747299765,5.285402218862249,7.71699089440494,7.157852169141737,7.153805336079036,8.346956889378884,8.462297765538889,8.91707366287822
AT3G03870,2.232660756790275,1.8073549220576042,3.765534746362977,1.8875252707415875,5.4561490346479955,3.7441610955704103,5.285402218862249,2.6322682154995127,5.361066488794321,5.517275693209582,5.635173946674924,4.954196310386875,5.7114949066500875,3.572889668420581
AT3G57010,5.070389327891398,5.469234793667656,4.7114949066500875,5.71699089440494,2.0,2.2016338611696504,1.5360529002402097,1.4854268271702415,3.765534746362977,4.478971805032942,4.270528942380718,2.807354922057604,4.185866545311334,2.232660756790275
AT1G77200,5.590961241342599,5.2890967024199895,5.247927513443585,5.617651119427331,1.84799690655495,4.643856189774724,5.213347281733441,6.059614856297222,5.157852169141737,1.263034405833794,2.560714954474479,5.7865963618908065,5.832890014164741,3.321928094887362
AT4G23140,4.129283016944966,4.137503523749935,5.872828759534886,5.768184324776926,6.199672344836364,6.24031432933371,5.074676686294496,5.714245517666122,4.9954845188775066,1.3785116232537298,3.6667565918848033,3.0,1.3785116232537298,3.925999418556223
