TF_AT1G71030 MODULE0
TF_AT1G01060 MODULE1
TF_AT2G46830 MODULE1
TF_AT2G43010 MODULE0
TF_AT3G02380 MODULE1
TF_AT1G18330 MODULE0
TF_AT3G17609 MODULE3
TF_AT5G57660 MODULE0
TF_AT2G31380 MODULE1
TF_AT5G37260 MODULE3
TF_AT3G07650 MODULE2
TF_AT2G25900 MODULE0
TF_AT5G17300 MODULE3
TF_AT1G73870 MODULE1
TF_AT2G21320 MODULE3
TF_AT1G69570 MODULE0
TF_AT5G15850 MODULE3
TF_AT5G48250 MODULE2
TF_AT5G44260 MODULE0
TF_AT1G78600 MODULE0
TF_AT3G59060 MODULE0
TF_AT1G79700 MODULE0
TF_AT5G39860 MODULE0
TF_AT5G61590 MODULE0
TF_AT3G09600 MODULE1
TF_AT3G56980 MODULE1
TF_AT1G49720 MODULE0
TF_AT3G50700 MODULE0
TF_AT4G38960 MODULE3
TF_AT3G54990 MODULE3
TF_AT3G47500 MODULE0
TF_AT5G49330 MODULE3
TF_AT4G00050 MODULE3
TF_AT4G29190 MODULE0
TF_AT5G62430 MODULE1
TF_AT1G56650 MODULE3
TF_AT5G11590 MODULE3
TF_AT3G58120 MODULE0
TF_AT3G15030 MODULE3
TF_AT2G45680 MODULE3
TF_AT5G39660 MODULE1
TF_AT5G07690 MODULE3
TF_AT1G01250 MODULE3
TF_AT5G15160 MODULE0
TF_AT1G01520 MODULE3
TF_AT1G51140 MODULE3
TF_AT5G53980 MODULE0
TF_AT1G02340 MODULE0
TF_AT1G06180 MODULE3
TF_AT4G38620 MODULE3
TF_AT5G15830 MODULE0
TF_AT3G02550 MODULE1
TF_AT3G61890 MODULE3
TF_AT3G23210 MODULE3
TF_AT5G59780 MODULE0
TF_AT2G19810 MODULE0
TF_AT5G28770 MODULE0
TF_AT5G50915 MODULE3
TF_AT4G16780 MODULE0
TF_AT1G56170 MODULE3
TF_AT5G11260 MODULE3
TF_AT5G63420 MODULE2
TF_AT3G02830 MODULE3
TF_AT1G68840 MODULE0
TF_AT5G25190 MODULE0
TF_AT1G05805 MODULE0
TF_AT5G15840 MODULE3
TF_AT4G17460 MODULE0
TF_AT3G19860 MODULE0
TF_AT1G77450 MODULE3
TF_AT1G26790 MODULE3
TF_AT1G70000 MODULE3
TF_AT2G44940 MODULE3
TF_AT2G40970 MODULE0
TF_AT2G23340 MODULE3
TF_AT4G09460 MODULE0
TF_AT3G24520 MODULE3
TF_AT2G31070 MODULE3
TF_AT5G08520 MODULE0
TF_AT1G69490 MODULE0
TF_AT1G22070 MODULE0
TF_AT3G01140 MODULE3
TF_AT4G17880 MODULE3
TF_AT1G21910 MODULE0
TF_AT1G67970 MODULE0
TF_AT5G05090 MODULE0
TF_AT1G28050 MODULE0
TF_AT5G08330 MODULE0
TF_AT1G14580 MODULE3
TF_AT4G26150 MODULE3
TF_AT3G29035 MODULE0
TF_AT1G68880 MODULE3
TF_AT2G46530 MODULE0
TF_AT1G75240 MODULE0
TF_AT1G06040 MODULE0
TF_AT1G69310 MODULE3
TF_AT2G20180 MODULE0
TF_AT1G09530 MODULE0
TF_AT3G60530 MODULE0
TF_AT5G05790 MODULE3
TF_AT1G14350 MODULE3
TF_AT4G37180 MODULE0
TF_AT5G24800 MODULE0
TF_AT2G47890 MODULE2
TF_AT3G13810 MODULE3
TF_AT1G18710 MODULE2
TF_AT1G55110 MODULE2
TF_AT5G47390 MODULE0
TF_AT3G16770 MODULE0
TF_AT2G28550 MODULE3
TF_AT4G36730 MODULE0
TF_AT1G13300 MODULE1
TF_AT1G22640 MODULE0
TF_AT1G53230 MODULE2
TF_AT5G47640 MODULE3
TF_AT2G46870 MODULE3
TF_AT1G75710 MODULE3
TF_AT3G56400 MODULE1
TF_AT3G25890 MODULE3
TF_AT3G44750 MODULE3
TF_AT1G32240 MODULE3
TF_AT1G74500 MODULE1
TF_AT1G35560 MODULE1
TF_AT2G45160 MODULE3
TF_AT5G11060 MODULE2
TF_AT5G37020 MODULE3
TF_AT1G75250 MODULE0
TF_AT2G33810 MODULE0
TF_AT3G60390 MODULE0
TF_AT5G39610 MODULE0
TF_AT1G13450 MODULE0
TF_AT2G46680 MODULE3
TF_AT4G12750 MODULE0
TF_AT1G66230 MODULE1
TF_AT4G18390 MODULE2
TF_AT1G57560 MODULE3
TF_AT2G18300 MODULE0
TF_AT1G19700 MODULE3
TF_AT2G36010 MODULE3
TF_AT2G41710 MODULE0
TF_AT3G06410 MODULE3
TF_AT2G28200 MODULE3
TF_AT4G01120 MODULE0
TF_AT1G76580 MODULE2
TF_AT5G60450 MODULE3
TF_AT3G50750 MODULE1
TF_AT1G73830 MODULE0
TF_AT3G13040 MODULE3
TF_AT2G33860 MODULE2
TF_AT3G47640 MODULE3
