Module,Temperature
MEdarkred,-0.20157769167192618
MEindianred,-0.24118540169285335
MEdarksalmon,0.0664158116129262
MEwhite,0.028181238476872733
MEblack,0.3381961352828394
MEmistyrose,0.3932481700137472
MEdarkgrey,0.08912648720493506
MElightcoral,0.36944832838524566
MEsienna,-0.4977902639467688
MErosybrown,-0.4948476399973573
MEgainsboro,-0.45220515530418975
MElightsalmon,-0.6751719242960362
